terms;values
атлетика;1,146128
атма;2
атмосфера;0,845098
атмосферный;1,397940
ато;1,698970
атолл;1,204120
атом;1,146128
атомайз;2
атомиздат;2
атомный;0,698970
атомоход;2
атомщик;2
атпу;2
атрибут;1,698970
атрибутивный;2
атрибутирование;2
атрибутировать;1,698970
атриум;2
атропат;2
атсыз;2
атт;2
атта;1,698970
аттать;2
атташ;2
атташе;1,518514
аттербек;2
аттестат;2
аттик;2
аттикус;2
аттила;2
аттракцион;2
аттрибутировать;2
атуан;2
атул;2
атф;2
атфаза;2
ать;2
атэс;2
атюшов;2
ауанкай;2
аугсбург;2
аугсбургский;2
аугусто;1,698970
ауди;2
аудиенсия;2
аудиенция;2
аудио;0,845098
аудиозапись;1,397940
аудиостатый;2
аудиостатья;2
аудировать;1,698970
аудит;2
аудитор;1,518514
аудитория;1,146128
аудрюс;2
аукцион;1,397940
аумайер;2
аун;1,518514
аунор;2
аура;2
аурангзеб;2
ауребеш;2
аусдис;2
аустенит;2
аустильдюр;1,698970
аут;1,518514
аутентичный;1,698970
аутосексуальность;2
аутофелляция;2
аутсайдер;1,698970
аутфилд;2
аутфилдер;2
аушвиц;1,698970
ауэрмен;2
ауэрштедт;2
афак;2
афамант;2
афанасенков;2
афанасий;1,518514
афб;2
афганец;2
афганистан;1,041393
афганский;1,698970
афдаль;1,698970
афера;2
афин;1,518514
афиногенов;1,698970
афиногенова;2
афинский;1,204120
афиша;2
афк;2
афон;2
афрасияб;2
африка;0,477121
африкаанс;2
африканец;2
африканский;0,778151
афро;2
афроамериканец;1,518514
афродита;2
аффикс;1,698970
аффирмативный;2
аффк;2
аффриката;2
ах;1,146128
ахаик;2
ахалтекинский;2
ахарнянин;2
ахеджаков;2
ахейский;2
ахилан;2
ахилл;2
ахиллесов;2
ахиллея;2
ахир;2
ахира;2
ахля;1,698970
ахмад;1,204120
ахмадинежад;2
ахмадов;2
ахманова;2
ахмед;0,954243
ахмеди;2
ахмет;2
ахметзянов;2
ахметов;2
ахметчина;2
ахмыловский;2
ахронот;2
ахрр;2
ахтисаарь;2
ахтырка;1,698970
ахтырский;2
ацетат;1,518514
ацетилен;2
ацилий;2
ацтек;2
ацтекский;2
ачеха;2
ачехский;2
ачинск;2
ачинский;2
ачиум;2
аш;1,397940
ашберн;2
ашберне;2
ашворт;2
ашдод;2
ашерслебен;2
ашик;1,518514
ашкелон;2
ашкенази;2
ашхабад;1,698970
аэлита;2
аэндорский;2
аэробилогия;2
аэробиологический;2
аэробный;2
аэровокзал;2
аэродинамика;2
аэродинамический;2
аэродром;1,041393
аэродромный;2
аэрокинетика;2
аэрокосмический;1,698970
аэропатруль;2
аэропорт;0,778151
аэроузел;2
аэрофлот;1,518514
аэс;1,204120
аяз;2
аякса;1,397940
аякучо;1,698970
аял;1,698970
аян;2
аятолла;2
б;0,301030
ба;1,518514
баасистский;2
баба;2
бабаджанян;2
бабакотия;2
бабарц;2
бабарчзелеша;2
бабат;2
бабаян;2
бабенберг;2
бабингтон;2
бабить;2
бабкин;2
бабло;2
бабольной;2
бабочка;1,698970
бабст;2
бабурин;2
бабушка;1,397940
бабушкин;1,518514
бавария;1,698970
баварский;1,146128
бавеан;2
баверк;2
бавовна;2
баг;2
багаж;2
багажный;2
багайоко;2
багамский;1,518514
багамы;2
багапш;2
багатеев;2
багаудин;2
багвалинский;2
багдад;1,698970
багдади;2
багдадский;2
багджи;2
багликов;2
багрицкий;2
багровый;1,698970
багряница;2
багульник;2
бадавливать;1,204120
бадалбейли;2
бадахос;2
бадахшан;2
бадачоньтомай;2
бадда;2
бадди;2
баден;1,698970
бадж;1,698970
бадин;2
бадмахалгаев;2
бажанов;2
бажова;2
база;0,477121
базальный;2
базальт;2
базальтовый;1,698970
базалья;2
базант;2
базар;1,698970
базаров;2
базелица;2
базель;2
базза;1,698970
бази;2
базилика;2
базирование;1,041393
базироваться;1,146128
базовицкий;2
базовый;1,397940
бай;2
байбайин;2
байден;1,146128
байера;2
байерн;2
байич;2
байкеев;2
байконур;1,518514
байло;2
байлот;2
байнум;2
байопика;2
байрактар;1,698970
байрамова;2
байрамович;2
байрон;1,698970
байт;1,518514
байтурсуновский;2
байуми;2
байя;2
байяйский;2
байян;2
бак;1,204120
бакалавр;1,698970
бакалов;2
бакалович;2
бакатин;2
бакингем;2
бакингемшир;2
бакинский;1,698970
бакихать;1,698970
бакл;2
баклс;2
баков;2
баконий;2
бакоц;2
бакри;2
бакс;2
баксанский;1,698970
баксендолл;2
бакстер;2
бакталорантхаз;2
бакталорантхазаский;2
бактериальный;1,301030
бактериологический;1,698970
бактерицидность;2
бактерицидный;2
бактерия;1,204120
баку;1,301030
бакулин;2
бал;1,518514
балаган;2
балада;2
балаж;2
балак;1,698970
балакин;2
балаклея;2
балаковский;2
баламандский;2
баланс;1
балансирование;2
балансировать;2
балатональмади;2
балатонбоглар;2
